,currency,discord,has_presale,image_urls,name,presale_date,presale_price,quantity,release_date,starting_price,twitter,website
28,ETH,bssc,True,"['https://upcoming.images.rarity.tools/timetraveltots_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/timetraveltots_4?width=150&optimizer=image']",Time Travel Tots,,0.02,7777,,0.02,BlackSheepSCNFT,https://blacksheepsocial.club
29,ETH,b4Zfmk86ZS,False,"['https://upcoming.images.rarity.tools/highrollerscc_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_3?width=150&optimizer=image']",Highrollers Casino Club,,,7777,,,HighRollersccc,https://hrcc.games/
30,,XUfkfmNy33,False,"['https://upcoming.images.rarity.tools/OtakuOrigins_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/OtakuOrigins_4?width=150&optimizer=image']",Otaku Origins,,,8888,,,otakuoriginsnft,https://www.otakuorigins.io/
31,ETH,QEJHtUtExR,False,"['https://upcoming.images.rarity.tools/gatorraid_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gatorraid_4?width=150&optimizer=image']",Gator Raid,,,8888,,,gatorraidnft?s=21,https://www.gator-raid.com/
32,WETH,spacegame,False,"['https://upcoming.images.rarity.tools/spacegamenft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacegamenft_4?width=150&optimizer=image']",Spacegame,,,6969,,,spacenftdotgame,https://spacenft.game/
33,ETH,qHBydyjEXN,False,"['https://upcoming.images.rarity.tools/bitmermaid_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bitmermaid_4?width=150&optimizer=image']",Bit Mermaid,,,555,,,BitMermaidnft,https://bitmermaid.com/
34,ETH,wExBrQTC2x,True,"['https://upcoming.images.rarity.tools/Metaversity_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Metaversity_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Metaversity_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Metaversity_2?width=150&optimizer=image']",Metaversity,,0.065,5555,,0.065,metaversityluis,http://metaversityu.com/
35,ETH,metacolonialists,True,"['https://upcoming.images.rarity.tools/metacolonialistsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_4?width=150&optimizer=image']",Meta Colonialists Club,2022-02-08 00:00:00,0.14,8888,2022-02-08 00:00:00,0.14,metacolony_nft,https://metacolonialists.io
36,MATIC,roguefoxguild,False,"['https://upcoming.images.rarity.tools/roguefoxguild_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/roguefoxguild_4?width=150&optimizer=image']",Rogue Fox Guild,,,1000,,,roguefoxguild,https://www.roguefoxguild.com/
37,SOL,TKqHYTaSMh,False,"['https://upcoming.images.rarity.tools/cheekychipmunkclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cheekychipmunkclub_4?width=150&optimizer=image']",The Cheeky Chipmunk Club,,,5000,,,ClubChipmunk,https://www.thechipmunks.io
