,twitter,followers
149,HapeTeens,1376
150,TheUncannyClub,8469
151,RovingDogsNFT,6116
152,killerwaifunfts,351
153,girlsinpinknft,5486
154,ada_nauts,2643
155,betplacersclub,2076
156,BlitzedBucksNFT,13700
157,ApesGenX,25000
158,CreativeFriendz,3458
159,FurryFriends_io,163
160,Japanese_BAPES,12000
161,doombooNFT,119500
162,chillnchameleon,14600
163,cheebsnft,6389
164,PoC_NFT,23100
165,flowerlolitanft,7487
166,doodleslayernft,772
167,Streetlab_io,6041
168,RogueDiceClub,12900
169,DemionsNFT,5567
170,minimonkeymafia,6508
171,Web3WizardsNFT,2192
172,BooniesSkullNFT,418
173,metafliesclub,342
174,MirageLand_NFT,4005
175,SkullDemolition,570
176,CoolGorillaBC,236
177,FinalHumans,1223
178,LittleWomen_NFT,12000
179,1_AwesomePossum,3163
180,WildFoxSquadNFT,374
181,huesnft,2642
182,Last_Mayan_NFT,254
183,DodgerNft,2052
184,denizenio,5411
185,GlodyKnightsNFT,3409
186,MiniMooNFT,1518
187,wethekidsNFT,541
188,poninisnft,56
189,badbullsnft,2918
190,CavernCores,74
191,CroodApesArmy,430
192,CoolAstronauts,1308
193,martian_colony,44
194,vianijoe,13
195,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2134
196,Arcadmverse,99
197,CountryApeSquad,68
198,fancyfoxassoc,10800
199,GhoniesCrypto,368
200,myworld_nft,12600
201,sewersquadnft,8023
202,CrypTickzNFT,2515
203,HailaryNft,12700
204,apeventuresnft,1380
205,EnterTheYama,1549
206,GorillaGoMobile,71
207,PrimoMartians,556
208,SBR_nft,31
209,The_IslandNFT,10600
210,allseeinglemon,251
211,zdc_project,6492
212,BadApePirates,1522
213,mfmfgirls,5095
