,twitter,followers
105,ShovelHub,744
106,SoullessCitadel,1933
107,outlaws_nft,583
108,90sbabesnft,6669
109,RewardingTigers,-1
110,chickendaogame,5214
111,dfans_nft,1379
112,dystopiansnft,21800
113,LCAlpha,4418
114,antiapeassc,14300
115,metapharmgame,24400
116,DrunkSkunksDC,4465
117,FlairAngels,1430
118,GivingBulls,4472
119,PhoodleBears,9481
120,dippiesnft,31200
121,ETHomesNFT,6895
122,cybermetape,4404
123,catpeoplenft,8386
124,graffitibears,9215
125,solbloks,4280
126,superfatapes,54800
127,TeenApeGang,5610
128,friendlywhales,511
129,Arrogant_Bear,23100
130,greedygrampsnft,15500
131,AtlasLyons,1450
132,Thugz_NFT,1392
133,goldentamariner,1768
134,bunnyxnft,6063
135,MetabotSociety,17400
136,mythia,5793
137,AlphaDroids,957
138,skatepunksclub,5700
139,MagpieMoguls,10100
140,HomeboyzClub,2024
141,WeAreSlimes,2594
142,Drakoids,7803
143,MetaGestation,3142
144,GoblinArmyNFT,12900
145,SakuraPrjctNFT,41800
146,MYPUNKofficial,7630
147,KaijuKidz,275
148,RhinosRNFT,1488
149,angrybullycity,840
150,AngryBearNFT,3710
151,EliteApePlanet,2885
152,envoverse,5454
153,GoatedGamersNFT,10200
154,BowlingHeads,1948
155,KillerKoalasNFT,564
156,potpnft,9211
157,Trendy_Monkeys,648
158,crazyrichapes,5384
159,_DracoNFT,8767
160,GosaVerse,12300
161,DegentlemensNFT,3230
162,cnftpirates,1219
163,NinjaClanNFT,3255
164,BusyBeesClubNFT,6900
165,perkypiglets,3738
166,MSB_NFT,9562
167,maskshibaclub,4476
168,HAVE_NFT,7775
169,MetaTriads,23100
170,PiratesMeta,7515
171,Women_Of_Future,4350
172,zencats_nft,3978
173,scladiesnfts,23200
174,YearoftheWoman_,4438
175,KeroverseNFT ,6432
176,zcodesystempick,27200
177,PuppyPAdventure,7393
178,mirlnft,10300
179,Achoo_NFT,2630
180,KingdomDwarves,14400
181,GroovyOwls,13300
182,EyeRollUncle,7821
183,whales_nft,7573
184,doodlerooms,8748
185,FrogAsylum,5975
186,GenericHeroes,8980
187,SoccerPunksFC ,3016
188,CrptAgnstSciety,1519
189,PrimeMatesBC,2012
190,SpaceDudesNfts,3985
191,billbossbulls,705
192,TheIcebergClub,5993
193,ForestoftheApes,736
194,lostsocksworld,5847
195,dopeapedrip,10100
196,UtmostCorgiNFT,1409
197,AsraCityDAO,4862
198,worldofgolemnft,5661
199,the_oceanos,1616
200,AnimalGangGame,4567
201,robochefsclub,820
202,chosenonesnft,64400
203,TYGRNFT,8989
204,dopeheadsnft,2599
205,Crypto_Grave,513
206,metamutantsclub,516
207,AithereumNFT,970
208,SpaceConvicts,3667
209,Doodlespunks,558
210,AcademyPrimate,4212
211,SafariAcademy1,11400
212,SquadChamps,5120
213,metamouseNFT,684
214,wos_club,3846
215,MonkeyMiners,4471
216,sharkraceclub ,61400
217,Whimsy_Sisters,1313
218,poorrichboys,5264
219,MetaMansionsNFT,24900
220,Pandimensionals,606
221,TheDaysofDoom,2061
222,SlowMoSlothClub,11000
223,Metaverse7io,1212
224,dummysocietynft?s=21,403
225,AstroDoodz,1729
226,thesasnft,9875
227,TheDefiantsNFT,3856
228,SphynxesNFT,2411
229,TurkeysNfts,4787
230,Hiros_io,1417
231,MyOwnWorldNFT,1550
232,pillarwallet,26700
233,DeviantAlienNFT,1681
234,OfficeMunchkins,938
235,,8974
236,DemonKingdomNFT,5072
237,designerbearNFT,2558
238,[object Object],-1
239,ailoverse,11500
240,AstroGirls_NFT,4486
241,CryptoLions_NFT,13900
242,NFT_cyberpunk,11800
243,EPICBEASTnft,11200
244,MetaLeagueOff,2640
245,TheNiftyDOS,2011
246,punkangelsnft,10900
247,ROBOTOKENSPACE,23800
248,soulsquads,4637
249,ThePunkNoodles,1526
250,Tigersonchain,3175
251,TWF_NFT,13300
252,thevikingsons,2318
