,twitter,followers
112,Angryfrogsnft,24800
113,funkybunnies3d,20400
114,TheNiftyDOS,8933
115,sayre_project,3558
116,theassemblynft,5517
117,MetaSociety2022,6979
118,voltz_me,6545
119,magicalmothers_,1625
120,supgators,571
121,NEONPLEXUS,10100
122,BouncingBuddiez,5598
123,ethxai,25200
124,TurkeysNfts,6424
125,livefigment,255
126,PrickheadsArt,2038
127,Valoriennft,6399
128,mutantsatoshi,6243
129,naughtyteddies,36400
130,Wardrobe_Club,5371
131,NFTLootBox,11900
132,solmonthegame,6361
133,TheChibiClub,2763
134,gadonft,8080
135,metamanor,4772
136,misfitsapenft,12000
137,pcknfts,2388
138,purpleapesclub,877
139,LambBrawl,582
140,Idolidol_Game,1035
141,pionauts,7407
142,MadEvolved,10500
143,KanakyTribe,2213
144,octaveclub747?t=0MJCPpe3To6UngYlWl_OEQ&s=09,96
145,PirateLifeNFT,11900
146,WDoopsies,6553
147,pompotherobot,411
148,haddiesbayclub,9956
149,NFTgroovy,962
150,TheUncannyClub,5830
151,dao_hpp,855
152,SpinalFoxesNFT,2743
153,gameofsilks,13200
154,proudlionsclub,7216
155,lnrdefi,86000
156,GMfrensDAO,2314
157,CiCKartworks,4296
158,successmetacity,1304
159,Nft2metaversei,243
160,FeggzNFT,12200
161,WrappedHotels,27300
162,CCDCofficial,3378
163,drinkingtrees,1847
164,MetaLazySociety,1630
165,CyberZillaz,1553
166,metajewelz,779
167,MonksMeta,7305
168,ChilledCamelC,2777
169,SolApeGirls,10700
170,nftsumantria,12200
171,origin_beast,1679
172,HedgeFundHyenas,2332
173,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,649
174,AquaHeadNFTclub,4104
175,shield2protocol,32200
176,Crypto_Jutsu,572
177,powersistersnft,7126
178,facex_nft,27500
179,GopniksOTC,851
180,meta_syndicate,5315
181,LetsCrushCancer,1096
182,sewersquadnft,8226
183,moon_babes,2363
184,CyberModernNFT,1614
185,ksekainft,16600
186,CigarLifeNFT,6
187,designerbearNFT,2731
188,projectdreamerz,5571
189,PoC_NFT,20700
190,tuniesnft,573
191,wafflenft,1593
192,dedfamworld,4087
193,WVG_OFFICIAL,71
194,crypto_cafenfts,490
195,ricracclub,6530
196,pixa_nft,5156
197,WoodMiners,405
198,sixthreseau,163600
199,DinoKidsClub,1199
200,BooThingsNFT,1318
201,sadboysclubNFT,16600
202,TrexSapiensOrd,16400
203,CRYPT056,102200
204,ApesGenX,25500
205,FurryFriends_io,129
206,doombooNFT,95600
207,cheebsnft,5225
208,flowerlolitanft,6113
209,RogueDiceClub,12800
210,minimonkeymafia,6580
211,BooniesSkullNFT,344
212,SkullDemolition,553
213,CoolGorillaBC,213
214,FinalHumans,1173
215,1_AwesomePossum,541
216,Last_Mayan_NFT,285
217,denizenio,3269
218,GlodyKnightsNFT,3741
219,fancyfoxassoc,4807
220,myworld_nft,14200
221,CrypTickzNFT,2519
222,apeventuresnft,1424
223,PrimoMartians,559
224,The_IslandNFT,11200
225,allseeinglemon,167
226,zdc_project,1253
227,BadApePirates,1046
228,404Metaverse,7114
229,Mermaid_Kraken,4828
230,Meta_Survivors,28400
231,mfmfgirls,5205
232,nowforthemnft,1746
233,wellyfriends,26000
234,metaboardsnft,1414
