,discord,online_members,total_members
64,97CnkuRM8p ,230,1317
65,sb-legends,1030,61766
66,metapiggybanks,300,5949
67,metapharm,1910,52649
68,PDAA7dFVx3,921,6322
69,wgCWmACSJd,1582,14822
70,f6apPRSeM5,700,15686
71,PudgyDogs,376,3399
72,DJ837skJCw,136,975
73,KeaHeWw2xp,309,1126
74,puppyparkadventure,3615,29255
75,shibapuppyclub,672,12573
76,qSwjqJSevW,33,408
77,qSwgPSj2RT,1080,9756
78,ZYKWPhjvEZ,150,1575
79,mgPEzQFHam,753,2972
80,KingdomOfDwarves,580,5831
81,3ca5HkENQY,55,308
82,groovyowls,598,16192
83,xQNvSwer6x,158,3123
84,cNRCEUKKq3,68,363
85,54qyzNd2kk,102,4357
86,billionaireburgers,300,1427
87,doodlerooms,1259,17994
88,cryptidclan,279,1574
89,VeW3VXY64c,523,2184
90,AFWCvHJjt6,925,13735
91,bZuYWqVAjd,342,6697
92,metagestation,408,7782
93,bapesofficial,2074,54848
94,cUbVgVkHUc,63,820
95,hmkclub,878,19484
96,Qbp4jKKy96,211,2516
97,jVrbfeQxMk,169,1763
98,FQW87rTQ5w,118,2343
99,ZGuGey9fRz,275,5041
100,BKsmpPVTMG,44,775
101,esJApaQ4Mu,202,2330
102,lostsocks,1246,11725
103,aqM3T7H25q,627,3584
104,DopeApeDrip,578,7768
105,jSbYPzMxUA,133,1816
106,pZh2yUrt3S,3434,33125
107,asracityDAO,195,2001
108,M3eZpDYtrQ,27,495
109,r6pSun5DN3,983,3274
110,KvUhn4wW7h,254,5930
111,DHeUu4y37s,284,3980
112,BJrvTngFj2,1817,8753
113,shtKejNtYG,151,1282
114,chosenones,2926,60611
115,7WQTjU5Yct,3418,58200
116,S6z6MABQwX,1466,35361
117,k5xP4ERveS,249,1392
118,ctBxt6zDsC,165,5242
119,tu8FhdZTrX,937,10928
120,6mGZRGbWmZ,8,1376
121,tjHBPMtdB5,91,313
122,wYW7T8NGfq,213,2725
123,vtv5vg5shj,3470,37170
124,spaceconvicts,790,17455
125,EtXzmh3NzW,26,187
126,aggjbGRky5,440,15035
127,shibavikingsnft,2744,50261
128,5PjBXVVWrU,337,3932
129,metamouse,755,5493
130,7sJm24wRcA,56,449
131,wosclub,946,16960
132,WRBX257wgb,1489,10619
133,TSeJ9G2p8B,529,5698
134,bgHamhYBKH,1219,15385
135,7S2GfK56hZ,227,2124
136,9RhtQuTFws,728,16035
137,whimsysisters,559,1466
138,eE2269Ym2y,78,1102
139,keystoken,6427,51767
140,J7kcK27U38,235,2257
141,UPCq25ysku,152,925
142,ebcpd7FHMH,26,899
143,waGjtdd9bD,116,897
144,smsc,703,4960
145,givingbulls,480,4325
146,5cf4mVkC59,112,478
147,loungelovers,736,10767
148,DJAXbxuFN6,8,38
149,gx3HMFXnPp,116,2200
150,tota,854,2161
151,G6U7s2GJHC,128,458
152,CAUy6FDX2e,16,244
153,nJq74jnhs9,158,2695
154,bAeBb6pcxN,208,1299
155,9AzkBSvqcB,135,2132
156,amQtAzuRhw,1962,12869
157,KBTcGcBqdb,152,3171
158,uhW7pTbJXG,152,1764
159,HjnVyxydv9,935,6175
160,5Z5FPUGQyG,219,541
161,dQuKVkacas,230,2014
162,w9avX4ny9V,43,406
163,anti-ape,1662,38961
164,metapharaohs,6648,76055
165,3PZ9qnG68F,15,1758
166,battledroids,803,21473
167,3cPuQDnJz2,355,11506
168,pV7C3Hntsd,176,1511
169,,859,5243
170,eFuSmR7deS,63,1141
171,kAjMvbEuvj,1091,6667
172,ccw,217,1658
173,9Yarn2Avdx,388,1149
174,elementodragons,682,9291
175,f9HbZESvfK,371,1197
176,yaDcK9J5ze,344,8599
177,dreamlandcoliseum,60,646
178,modernpokerclub,135,1251
179,jvubZDVekP,5,497
180,dJbcmeaHbT,284,1500
181,twistedbears,16195,55051
182,bitlectro,1434,6894
183,metasurvivors,625,12678
184,saucyunicorns,485,2991
185,Sg7Y6xu5bA,310,1825
186,HUAprVRQD2,36,180
187,QYxwK8Te8P,784,868
188,KCEdyYWM4M,45,456
189,x3eNUytEHg,37,300
190,ywvZjzCCVt,38,1064
191,NQQ9H37t6N,88,3755
192,dcbworld,655,4228
193,pf5GgWu4re,58,180
194,5uCqbaJ6BJ,132,3539
195,cyberpunkclones,502,5964
196,GamingApeClub,9594,32884
197,3tmfjqunvY,509,6695
198,madgiraffegang,33,5148
199,dMZkpqWV2V,717,8914
200,qG6xDQKyGN,295,1874
201,ZX27uUQBqu,1034,10426
202,thepunknoodles,167,1687
203,RPFz2TNQk6,32,761
204,picharityclub,336,8106
205,hoodles,1889,16946
206,cryptoceanart,4524,46774
207,mythia,3126,21741
208,vNuCHNcneY,5181,20073
209,metaversusnft,10661,76209
210,meteliteclub,1017,12713
211,karuti,8431,76518
212,QG3ewQhXWS,1822,9972
213,mz4NG5kKuq,18,140
214,XRaJ2DZQwT,1613,9322
215,pBZHc7mScV,51,3020
216,fairyapekidsclub,147,3076
217,DonkeyKicks,159,852
